Source,ID,Title,Publication_type,Journal,Year_publication,Doi,Geography,Higher_geography,H_5,Year_study,Species_name,Genus,Species,Subspecies,Family,weight_bat_reported,weight_bat_mean,weight_bat_min,weight_bat_max,Type_device,Device_type_category,kind_device,VHF,device_weight_reported,weight_device,weight_device_min,weight_device_max,device_over5,device_%,device_%_min,device_%_max,Contact_authors,Authors_reply,Assignment,Validation
WoS_2022,WoS_0113,Roost selection by male northern long-eared bats (Myotis septentrionalis) in a managed fire-adapted forest,Research,Forest Ecology and Management,2019,http://dx.doi.org/10.1016/j.foreco.2019.05.034,"South Dakota, USA",Nearctic,No,2017-2018,Myotis septentrionalis,Myotis,septentrionalis,NA,Vespertilionidae,No,NA,NA,NA,VHF Transmitter,VHF transmitter,Holohil LB-2X ; Blackburn,Yes,Yes,NA,0.25,0.28,No,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0114,Thermoregulation in male temperate bats depends on habitat characteristics,Research,JOURNAL OF THERMAL BIOLOGY,2012,http://dx.doi.org/10.1016/j.jtherbio.2012.07.002,Germany,Palearctic,Yes,2002-2011,Myotis daubentonii,Myotis,daubentonii,NA,Vespertilionidae,Yes,8,NA,NA,VHF transmitter,VHF transmitter,Holohil LB-2NT,Yes,Yes,0.35,0.35,0.35,Yes,NA,5,10,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0116,Highly selective roosting of the giant noctule bat and its astonishing foraging activity by GPS tracking in a mountain environment,Research,MAMMAL RESEARCH,2019,http://dx.doi.org/10.1007/s13364-019-00446-1,Slovakia,Palearctic,No,2017-2018,Nyctalus lasiopterus,Nyctalus,lasiopterus,NA,Vespertilionidae,NA,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack Pip 1.7g,Yes,Yes,1.7,NA,NA,No,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0116,Highly selective roosting of the giant noctule bat and its astonishing foraging activity by GPS tracking in a mountain environment,Research,MAMMAL RESEARCH,2019,http://dx.doi.org/10.1007/s13364-019-00446-1,Slovakia,Palearctic,No,2017-2018,Nyctalus lasiopterus,Nyctalus,lasiopterus,NA,Vespertilionidae,NA,NA,NA,NA,VHF transmitter,VHF transmitter,Biotrack Pip 1.7g,Yes,Yes,1.7,NA,NA,No,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0116,Highly selective roosting of the giant noctule bat and its astonishing foraging activity by GPS tracking in a mountain environment,Research,MAMMAL RESEARCH,2019,http://dx.doi.org/10.1007/s13364-019-00446-1,Slovakia,Palearctic,No,2017-2018,Nyctalus lasiopterus,Nyctalus,lasiopterus,NA,Vespertilionidae,NA,NA,NA,NA,GPS,GPS,Biotrack PinPoint VHF Download 2.9 g,No,Yes,2.9,NA,NA,No,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0116,Highly selective roosting of the giant noctule bat and its astonishing foraging activity by GPS tracking in a mountain environment,Research,MAMMAL RESEARCH,2019,http://dx.doi.org/10.1007/s13364-019-00446-1,Slovakia,Palearctic,No,2017-2018,Nyctalus lasiopterus,Nyctalus,lasiopterus,NA,Vespertilionidae,NA,NA,NA,NA,GPS,GPS,Biotrack PinPoint VHF Download 2.9 g,No,Yes,2.9,NA,NA,No,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0116,Highly selective roosting of the giant noctule bat and its astonishing foraging activity by GPS tracking in a mountain environment,Research,MAMMAL RESEARCH,2019,http://dx.doi.org/10.1007/s13364-019-00446-1,Slovakia,Palearctic,No,2017-2018,Nyctalus lasiopterus,Nyctalus,lasiopterus,NA,Vespertilionidae,NA,NA,NA,NA,GPS,GPS,Biotrack PinPoint VHF Download 2.9 g,No,Yes,2.9,NA,NA,No,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0117,Roosting behaviour of silver-haired bats (Lasionycteris noctivagans) and big brown bats (Eptesicus fuscus) in northeast Oregon,Research,BATS AND FORESTS SYMPOSIUM,1996,NA,United States of America,Nearctic,NA,1994,Eptesicus fuscus,Eptesicus,fuscus,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-1,Yes,No,NA,NA,NA,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0117,Roosting behaviour of silver-haired bats (Lasionycteris noctivagans) and big brown bats (Eptesicus fuscus) in northeast Oregon,Research,BATS AND FORESTS SYMPOSIUM,1996,NA,United States of America,Nearctic,NA,1994,Lasionycteris noctivagans,Lasionycteris,noctivagans,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-1,Yes,No,NA,NA,NA,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0117,Roosting behaviour of silver-haired bats (Lasionycteris noctivagans) and big brown bats (Eptesicus fuscus) in northeast Oregon,Research,BATS AND FORESTS SYMPOSIUM,1996,NA,United States of America,Nearctic,NA,1994,Lasionycteris noctivagans,Lasionycteris,noctivagans,NA,Vespertilionidae,No,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil BD-1,Yes,No,NA,NA,NA,Unknown,NA,NA,NA,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,284,284,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,244,244,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,274,274,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,239,239,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,277,277,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,247,247,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,321,321,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,292,292,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,255,255,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,280,280,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,280,280,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,275,275,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,275,275,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,270,270,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,272,272,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,270,270,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,275,275,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,250,250,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,245,245,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,290,290,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,250,250,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,275,275,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,260,260,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,280,280,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,280,280,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,270,270,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,300,300,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,315,315,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,255,255,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,265,265,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,290,290,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,285,285,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,298,298,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,306,306,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,278,278,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,275,275,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,269,269,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,282,282,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,278,278,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,315,315,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,274,274,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,286,286,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,272,272,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,293,293,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,273,273,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0119,Assessing roost disturbance of straw-coloured fruit bats (Eidolon helvum) through tri-axial acceleration,Research,PLoS ONE,2020,http://dx.doi.org/10.1371/journal.pone.0242662,"Ghana, Burkina Faso, Zambia",Palearctic,Yes,2009-2014,Eidolon helvum,Eidolon,helvum,NA,Pteropodidae,Yes,NA,281,281,GPS + ACC,GPS,e-obs GmbH,No,Yes,NA,20,24,Yes,NA,6.9,10.5,No,NA,Co-authors,Co-authors
WoS_2022,WoS_0121,Nonrandom association patterns at northern long-eared bat maternity roosts,Research,CANADIAN JOURNAL OF ZOOLOGY,2007,http://dx.doi.org/10.1139/Z07-079,Canada,Nearctic,Yes,2005,Myotis septentrionalis,Myotis,septentrionalis,NA,Vespertilionidae,NA,NA,NA,NA,VHF transmitter,VHF transmitter,Holohil model LB-2NT,Yes,Yes,0.39,NA,NA,Yes,5.5,NA,NA,No,NA,Co-authors,Co-authors
